代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600519.SH,贵州茅台,2010-08-11,99.4228,98.908,100.9403,98.908,100.1613,1519063,224550906,0.7384,0.7427,147.822,0.161,139540830000,N/A,139540830000,943800000,0,943800000,32.3577,9.6461,14.4303,84.5994,
600519.SH,贵州茅台,2010-08-12,100.1613,100.1274,102.9049,99.0502,100.8861,3102587,463112778,0.7249,0.7237,149.2667,0.3287,140550696000,N/A,140550696000,943800000,0,943800000,32.5919,9.7159,14.5347,85.2117,
600519.SH,贵州茅台,2010-08-13,100.8861,100.859,102.6069,100.4797,101.882,1577559,236758807,0.9959,0.9871,150.0792,0.1671,141938082000,N/A,141938082000,943800000,0,943800000,32.9136,9.8119,14.6782,86.0528,
600519.SH,贵州茅台,2010-08-16,101.882,101.8955,103.8466,101.8955,103.5824,2591045,395272912,1.7004,1.669,152.5535,0.2745,144307020000,N/A,144307020000,943800000,0,943800000,33.4629,9.9756,14.9232,87.489,
600519.SH,贵州茅台,2010-08-17,103.5824,103.5146,105.8518,103.3114,105.066,3574757,554777110,1.4836,1.4323,155.193,0.3788,146373942000,N/A,146373942000,943800000,0,943800000,33.9422,10.1185,15.1369,88.7421,
600519.SH,贵州茅台,2010-08-18,105.066,104.9915,105.967,103.1759,103.5417,3017378,464752257,-1.5243,-1.4508,154.0252,0.3197,144250392000,N/A,144250392000,943800000,0,943800000,33.4498,9.9717,14.9173,87.4547,
600519.SH,贵州茅台,2010-08-19,103.5417,103.5688,104.2598,101.9565,102.4714,3543714,536485063,-1.0704,-1.0338,151.3906,0.3755,142759188000,N/A,142759188000,943800000,0,943800000,33.104,9.8686,14.7631,86.5506,
600519.SH,贵州茅台,2010-08-20,102.4714,102.4239,102.4239,100.588,100.8658,2084159,311220147,-1.6056,-1.5668,149.3265,0.2208,140522382000,N/A,140522382000,943800000,0,943800000,32.5853,9.714,14.5318,85.1945,
600519.SH,贵州茅台,2010-08-23,100.8658,100.4322,102.2275,100.2629,102.1055,1321493,197952515,1.2397,1.2291,149.7946,0.14,142249536000,N/A,142249536000,943800000,0,943800000,32.9858,9.8334,14.7104,86.2416,
600519.SH,贵州茅台,2010-08-24,102.1055,101.8346,103.6434,101.0081,102.5798,1083825,164253365,0.4742,0.4644,151.5497,0.1148,142910196000,N/A,142910196000,943800000,0,943800000,33.139,9.8791,14.7787,86.6422,
600519.SH,贵州茅台,2010-08-25,102.5798,101.9565,102.9185,101.3671,101.4755,1650788,249067209,-1.1042,-1.0765,150.8778,0.1749,141371802000,N/A,141371802000,943800000,0,943800000,32.7823,9.7727,14.6196,85.7095,
600519.SH,贵州茅台,2010-08-26,101.4755,101.55,101.9904,100.6016,101.8684,1223254,183116485,0.3929,0.3872,149.6962,0.1296,141919206000,N/A,141919206000,943800000,0,943800000,32.9092,9.8105,14.6762,86.0414,
600519.SH,贵州茅台,2010-08-27,101.8684,101.6178,102.451,101.0758,102.3359,879939,132580368,0.4674,0.4589,150.67,0.0932,142570428000,N/A,142570428000,943800000,0,943800000,33.0602,9.8556,14.7436,86.4362,
600519.SH,贵州茅台,2010-08-30,102.3359,102.7559,108.3923,102.7559,108.2704,5378443,849497659,5.9345,5.799,157.9449,0.5699,150838116000,N/A,150838116000,943800000,0,943800000,34.9774,10.4271,15.5986,91.4486,
600519.SH,贵州茅台,2010-08-31,108.2704,107.3964,109.063,106.9561,107.8707,3139997,501261374,-0.3997,-0.3692,159.6375,0.3327,150281274000,N/A,150281274000,943800000,0,943800000,34.8483,10.3886,15.541,91.111,
600519.SH,贵州茅台,2010-09-01,107.8707,107.5794,109.2052,105.6147,106.2786,2558928,406904438,-1.592,-1.4759,159.0136,0.2711,148063344000,N/A,148063344000,943800000,0,943800000,34.334,10.2353,15.3116,89.7664,
600519.SH,贵州茅台,2010-09-02,106.2786,107.0374,109.8014,106.9493,108.3855,2482198,399335601,2.1069,1.9824,160.8798,0.263,150998562000,N/A,150998562000,943800000,0,943800000,35.0146,10.4382,15.6152,91.5459,
600519.SH,贵州茅台,2010-09-03,108.3855,108.2568,112.037,108.2568,110.1672,2776144,452832217,1.7817,1.6439,163.1155,0.2941,153480756000,N/A,153480756000,943800000,0,943800000,35.5902,10.6098,15.8718,93.0508,
600519.SH,贵州茅台,2010-09-06,110.1672,111.1021,114.2184,111.1021,112.9448,2900844,485289346,2.7776,2.5212,167.2925,0.3074,157350336000,N/A,157350336000,943800000,0,943800000,36.4875,10.8773,16.272,95.3968,
600519.SH,贵州茅台,2010-09-07,112.9448,113.1683,114.5571,111.6441,111.9625,2237367,372434005,-0.9823,-0.8697,166.4608,0.2371,155981826000,N/A,155981826000,943800000,0,943800000,36.1702,10.7827,16.1305,94.5671,
600519.SH,贵州茅台,2010-09-08,111.9625,111.7796,113.4732,111.7796,112.7822,1501080,250344694,0.8197,0.7321,166.7764,0.159,157123824000,N/A,157123824000,943800000,0,943800000,36.435,10.8616,16.2486,95.2595,
600519.SH,贵州茅台,2010-09-09,112.7822,113.1345,114.5571,112.457,113.0599,2150384,360593531,0.2778,0.2463,167.688,0.2278,157510782000,N/A,157510782000,943800000,0,943800000,36.5247,10.8884,16.2886,95.4941,
600519.SH,贵州茅台,2010-09-10,113.0599,113.4732,115.0991,112.7957,114.8213,1986768,335023684,1.7614,1.5579,168.6275,0.2105,159964662000,N/A,159964662000,943800000,0,943800000,37.0937,11.058,16.5424,96.9818,
600519.SH,贵州茅台,2010-09-13,114.8213,114.4894,117.504,113.778,114.3403,2806347,480493819,-0.481,-0.4189,171.2168,0.2973,159294564000,N/A,159294564000,943800000,0,943800000,36.9383,11.0117,16.4731,96.5755,
600519.SH,贵州茅台,2010-09-14,114.3403,114.32,115.3159,112.186,113.3309,2638343,441034013,-1.0094,-0.8828,167.1633,0.2795,157888302000,N/A,157888302000,943800000,0,943800000,36.6122,10.9145,16.3276,95.7229,
600519.SH,贵州茅台,2010-09-15,113.3309,113.1345,113.3309,109.544,110.0521,2103208,347008844,-3.2789,-2.8932,164.9903,0.2228,153320310000,N/A,153320310000,943800000,0,943800000,35.553,10.5987,15.8553,92.9535,
600519.SH,贵州茅台,2010-09-16,110.0521,109.8149,111.136,106.2854,107.9452,2049773,327836606,-2.1069,-1.9144,159.938,0.2172,150385092000,N/A,150385092000,943800000,0,943800000,34.8723,10.3958,15.5517,91.174,
600519.SH,贵州茅台,2010-09-17,107.9452,107.8639,111.4002,106.7054,109.6185,1797526,290800424,1.6733,1.5501,161.7781,0.1905,152716278000,N/A,152716278000,943800000,0,943800000,35.4129,10.5569,15.7928,92.5873,
600519.SH,贵州茅台,2010-09-20,109.6185,110.3298,112.457,109.7472,111.5424,1257607,206418537,1.924,1.7551,164.136,0.1332,155396670000,N/A,155396670000,943800000,0,943800000,36.0345,10.7422,16.07,94.2123,
600519.SH,贵州茅台,2010-09-21,111.5424,112.7957,113.0532,111.1089,112.5112,1494036,247684425,0.9688,0.8685,165.7821,0.1583,156746304000,N/A,156746304000,943800000,0,943800000,36.3474,10.8355,16.2095,95.0306,
600519.SH,贵州茅台,2010-09-27,112.5112,112.5247,114.4894,111.9828,114.3742,1854846,310077012,1.863,1.6558,167.1713,0.1965,159341754000,N/A,159341754000,943800000,0,943800000,36.9493,11.0149,16.4779,96.6041,
600519.SH,贵州茅台,2010-09-28,114.3742,114.2116,115.973,113.8119,115.6952,2258512,384574256,1.321,1.155,170.2777,0.2393,161182164000,N/A,161182164000,943800000,0,943800000,37.376,11.1422,16.6683,97.7199,
600519.SH,贵州茅台,2010-09-29,115.6952,115.4378,116.2169,113.1412,113.2428,1327200,225065386,-2.4524,-2.1197,169.5791,0.1406,157765608000,N/A,157765608000,943800000,0,943800000,36.5838,10.906,16.315,95.6485,
600519.SH,贵州茅台,2010-09-30,113.2428,112.8364,114.6249,112.457,114.3064,1457890,244719876,1.0636,0.9392,167.8589,0.1545,159247374000,N/A,159247374000,943800000,0,943800000,36.9274,11.0084,16.4682,96.5469,
600519.SH,贵州茅台,2010-10-08,114.3064,114.4894,118.8928,114.4894,117.5582,3160889,549853018,3.2518,2.8448,173.9552,0.3349,163777614000,N/A,163777614000,943800000,0,943800000,37.9779,11.3216,16.9367,99.2934,
600519.SH,贵州茅台,2010-10-11,117.5582,117.8766,119.5228,112.457,113.6764,4374269,742024422,-3.8818,-3.302,169.6339,0.4635,158369640000,N/A,158369640000,943800000,0,943800000,36.7239,10.9477,16.3774,96.0148,
600519.SH,贵州茅台,2010-10-12,113.6764,113.6832,115.1533,111.2986,112.8635,2854304,473412980,-0.8129,-0.7151,165.8593,0.3024,157237080000,N/A,157237080000,943800000,0,943800000,36.4612,10.8694,16.2603,95.3281,
600519.SH,贵州茅台,2010-10-13,112.8635,112.457,112.8161,108.2907,109.0697,6028775,972450177,-3.7937,-3.3613,161.3015,0.6388,151951800000,N/A,151951800000,943800000,0,943800000,35.2356,10.5041,15.7137,92.1238,
600519.SH,贵州茅台,2010-10-14,109.0697,109.0833,109.273,106.2312,107.3355,5324373,842374776,-1.7343,-1.5901,158.2111,0.5641,149535672000,N/A,149535672000,943800000,0,943800000,34.6754,10.3371,15.4639,90.659,
600519.SH,贵州茅台,2010-10-15,107.3355,107.3897,110.4246,107.2474,108.3787,7209979,1152421933,1.0433,0.972,159.8371,0.7639,150989124000,N/A,150989124000,943800000,0,943800000,35.0124,10.4375,15.6142,91.5402,
600519.SH,贵州茅台,2010-10-18,108.3787,108.3923,111.8879,104.8695,110.0317,9656442,1522116994,1.653,1.5252,157.6271,1.0231,153291996000,N/A,153291996000,943800000,0,943800000,35.5464,10.5967,15.8523,92.9363,
600519.SH,贵州茅台,2010-10-19,110.0317,109.3543,111.7118,108.3923,110.6076,5344848,870135034,0.5758,0.5233,162.7988,0.5663,154094226000,N/A,154094226000,943800000,0,943800000,35.7324,10.6522,15.9353,93.4227,
600519.SH,贵州茅台,2010-10-20,110.6076,108.46,114.4216,108.4533,113.4122,4737289,788461639,2.8047,2.5357,166.4373,0.5019,158001558000,N/A,158001558000,943800000,0,943800000,36.6385,10.9223,16.3394,95.7916,
600519.SH,贵州茅台,2010-10-21,113.4122,113.5409,115.2007,112.3215,113.4529,3762194,632118759,0.0406,0.0358,168.0187,0.3986,158058186000,N/A,158058186000,943800000,0,943800000,36.6516,10.9262,16.3452,95.8259,
600519.SH,贵州茅台,2010-10-22,113.4529,113.4596,116.2507,112.9041,113.8864,4104654,697025656,0.4336,0.3822,169.8135,0.4349,158662218000,N/A,158662218000,943800000,0,943800000,36.7917,10.968,16.4077,96.1921,
600519.SH,贵州茅台,2010-10-25,113.8864,114.4894,117.7411,113.9,117.1992,3619520,622609050,3.3127,2.9088,172.0143,0.3835,163277400000,N/A,163277400000,943800000,0,943800000,37.8619,11.287,16.8849,98.9902,
600519.SH,贵州茅台,2010-10-26,117.1992,117.0637,117.1179,113.8187,114.4961,2859063,484027261,-2.703,-2.3064,169.2958,0.3029,159511638000,N/A,159511638000,943800000,0,943800000,36.9887,11.0267,16.4955,96.7071,
600519.SH,贵州茅台,2010-10-27,114.4961,114.32,114.7603,112.7957,113.9135,2891262,484076380,-0.5826,-0.5088,167.4274,0.3063,158699970000,N/A,158699970000,943800000,0,943800000,36.8005,10.9706,16.4116,96.215,
600519.SH,贵州茅台,2010-10-28,113.9135,113.7442,114.0151,112.9515,113.1616,1944068,325743881,-0.752,-0.6601,167.5579,0.206,157652352000,N/A,157652352000,943800000,0,943800000,36.5575,10.8981,16.3032,95.5799,
600519.SH,贵州茅台,2010-10-29,113.1616,111.6034,111.827,108.731,110.5263,6546557,1064852159,-2.6353,-2.3288,162.6583,0.6936,153980970000,N/A,153980970000,943800000,0,943800000,35.7062,10.6443,15.9236,93.354,
600519.SH,贵州茅台,2010-11-01,110.5263,110.5601,111.7118,109.8827,110.9395,4965892,810910408,0.4132,0.3739,163.296,0.5262,154556688000,N/A,154556688000,943800000,0,943800000,35.8397,10.6841,15.9831,93.7031,
600519.SH,贵州茅台,2010-11-02,110.9395,111.4544,111.4544,109.4694,110.2011,6229217,1009953812,-0.7384,-0.6656,162.1317,0.66,153527946000,N/A,153527946000,943800000,0,943800000,35.6011,10.613,15.8767,93.0794,
600519.SH,贵州茅台,2010-11-03,110.2011,110.4246,112.2199,109.4085,110.6618,4225317,693876483,0.4607,0.418,164.2188,0.4477,154169730000,N/A,154169730000,943800000,0,943800000,35.7499,10.6574,15.9431,93.4685,
600519.SH,贵州茅台,2010-11-04,110.6618,111.0682,112.1454,110.2756,111.8134,4462919,732196946,1.1517,1.0407,164.0623,0.4729,155774190000,N/A,155774190000,943800000,0,943800000,36.122,10.7683,16.109,94.4412,
600519.SH,贵州茅台,2010-11-05,111.8134,111.9828,112.457,110.6279,111.0886,3465491,569207561,-0.7249,-0.6483,164.2502,0.3672,154764324000,N/A,154764324000,943800000,0,943800000,35.8878,10.6985,16.0046,93.829,
600519.SH,贵州茅台,2010-11-08,111.0886,111.0953,111.1021,109.2391,110.7566,5689413,922801037,-0.332,-0.2988,162.1962,0.6028,154301862000,N/A,154301862000,943800000,0,943800000,35.7806,10.6665,15.9568,93.5486,
600519.SH,贵州茅台,2010-11-09,110.7566,110.8311,112.8567,110.235,112.3622,6073790,1002019514,1.6056,1.4496,164.9743,0.6435,156538668000,N/A,156538668000,943800000,0,943800000,36.2993,10.8212,16.1881,94.9047,
600519.SH,贵州茅台,2010-11-10,112.3622,112.8635,123.6011,112.7957,121.7584,15000509,2670067328,9.3963,8.3625,177.9984,1.5894,169629174000,N/A,169629174000,943800000,0,943800000,39.3348,11.7261,17.5418,102.8411,
600519.SH,贵州茅台,2010-11-11,121.7584,123.2895,123.2895,117.9511,119.1773,7421720,1322968333,-2.5811,-2.1198,178.2563,0.7864,166033296000,N/A,166033296000,943800000,0,943800000,38.501,11.4775,17.1699,100.661,
600519.SH,贵州茅台,2010-11-12,119.1773,118.9267,127.4151,118.9063,120.268,12650029,2298576167,1.0907,0.9152,181.7052,1.3403,167552814000,N/A,167552814000,943800000,0,943800000,38.8533,11.5825,17.3271,101.5822,
600519.SH,贵州茅台,2010-11-15,120.268,123.2895,127.3609,123.2895,124.4411,7903878,1458250426,4.1731,3.4698,184.4981,0.8375,173366622000,N/A,173366622000,943800000,0,943800000,40.2015,11.9844,17.9283,105.107,
600519.SH,贵州茅台,2010-11-16,124.4411,125.9993,126.006,118.2153,120.0377,7229177,1294350638,-4.4034,-3.5386,179.0454,0.766,167231922000,N/A,167231922000,943800000,0,943800000,38.7789,11.5604,17.2939,101.3877,
600519.SH,贵州茅台,2010-11-17,120.0377,119.1638,119.1638,110.9666,111.7796,8050906,1362362423,-8.2581,-6.8796,169.2185,0.853,155727000000,N/A,155727000000,943800000,0,943800000,36.1111,10.765,16.1041,94.4126,
600519.SH,贵州茅台,2010-11-18,111.7796,112.8296,115.8239,112.457,114.8213,4028604,680881283,3.0418,2.7212,169.0117,0.4268,159964662000,N/A,159964662000,943800000,0,943800000,37.0937,11.058,16.5424,96.9818,
600519.SH,贵州茅台,2010-11-19,114.8213,115.912,119.2315,115.3091,118.6625,4895475,848958178,3.8412,3.3453,173.4169,0.5187,165316008000,N/A,165316008000,943800000,0,943800000,38.3346,11.4279,17.0958,100.2261,
600519.SH,贵州茅台,2010-11-22,118.6625,118.4728,123.5537,117.7411,120.9319,4794081,857696481,2.2695,1.9125,178.9074,0.508,168477738000,N/A,168477738000,943800000,0,943800000,39.0678,11.6465,17.4227,102.143,
600519.SH,贵州茅台,2010-11-23,120.9319,120.8439,128.1739,119.367,128.0655,10846981,1995630382,7.1336,5.8988,183.9803,1.1493,178415952000,N/A,178415952000,943800000,0,943800000,41.3723,12.3335,18.4505,108.1682,
600519.SH,贵州茅台,2010-11-24,128.0655,130.0708,139.9615,130.0708,135.4362,11079930,2220954810,7.3707,5.7554,200.4485,1.174,188684496000,N/A,188684496000,943800000,0,943800000,43.7535,13.0433,19.5124,114.3937,
600519.SH,贵州茅台,2010-11-25,135.4362,135.8494,137.9427,133.458,137.5024,4557974,916382376,2.0662,1.5256,201.0504,0.4829,191563086000,N/A,191563086000,943800000,0,943800000,44.421,13.2423,19.81,116.1389,
600519.SH,贵州茅台,2010-11-26,137.5024,137.5024,144.0737,135.9036,140.3951,6379942,1324934628,2.8927,2.1038,207.6719,0.676,195593112000,N/A,195593112000,943800000,0,943800000,45.3555,13.5209,20.2268,118.5822,
600519.SH,贵州茅台,2010-11-29,140.3951,139.047,150.3943,139.047,146.6209,6749939,1441023288,6.2258,4.4345,213.4869,0.7152,204266634000,N/A,204266634000,943800000,0,943800000,47.3668,14.1205,21.1237,123.8407,
600519.SH,贵州茅台,2010-11-30,146.6209,146.5803,146.5803,135.7139,138.7489,6566539,1356812148,-7.872,-5.3689,206.6252,0.6958,193299678000,N/A,193299678000,943800000,0,943800000,44.8237,13.3624,19.9896,117.1918,
600519.SH,贵州茅台,2010-12-01,138.7489,137.5227,140.91,135.5039,137.1163,3801622,773495042,-1.6327,-1.1767,203.4645,0.4028,191025120000,N/A,191025120000,943800000,0,943800000,44.2962,13.2051,19.7544,115.8128,
600519.SH,贵州茅台,2010-12-02,137.1163,138.3357,139.5551,134.0745,134.2506,4294009,864862808,-2.8656,-2.0899,201.4115,0.455,187032846000,N/A,187032846000,943800000,0,943800000,43.3705,12.9291,19.3416,113.3924,
600519.SH,贵州茅台,2010-12-03,134.2506,134.1355,137.8547,133.9322,135.3481,4303732,863905870,1.0975,0.8175,200.7341,0.456,188561802000,N/A,188561802000,943800000,0,943800000,43.725,13.0348,19.4997,114.3194,
600519.SH,贵州茅台,2010-12-06,135.3481,135.3887,136.8453,128.7904,130.7618,4328158,839963278,-4.5863,-3.3886,194.0695,0.4586,182172276000,N/A,182172276000,943800000,0,943800000,42.2434,12.5931,18.8389,110.4456,
600519.SH,贵州茅台,2010-12-07,130.7618,129.9962,134.6774,128.621,133.8374,3180480,621615004,3.0756,2.3521,195.4469,0.337,186457128000,N/A,186457128000,943800000,0,943800000,43.237,12.8894,19.282,113.0434,
600519.SH,贵州茅台,2010-12-08,133.8374,133.7967,136.7098,132.7873,132.9025,2833468,564539229,-0.9349,-0.6985,199.2397,0.3002,185154684000,N/A,185154684000,943800000,0,943800000,42.935,12.7993,19.1473,112.2537,
600519.SH,贵州茅台,2010-12-09,132.9025,132.7738,133.309,130.274,132.2792,2446140,474949022,-0.6233,-0.469,194.1626,0.2592,184286388000,N/A,184286388000,943800000,0,943800000,42.7336,12.7393,19.0575,111.7273,
600519.SH,贵州茅台,2010-12-10,132.2792,130.9853,134.7316,129.3933,133.9458,3958731,766519126,1.6665,1.2599,193.6275,0.4194,186608136000,N/A,186608136000,943800000,0,943800000,43.272,12.8998,19.2976,113.1349,
600519.SH,贵州茅台,2010-12-13,133.9458,133.7967,133.7967,131.0869,133.4512,5859283,1144043372,-0.4945,-0.3692,195.2531,0.6208,185919162000,N/A,185919162000,943800000,0,943800000,43.1122,12.8522,19.2264,112.7172,
600519.SH,贵州茅台,2010-12-14,133.4512,133.668,136.5065,133.3225,134.0745,6154272,1224103219,0.6233,0.467,198.903,0.6521,186787458000,N/A,186787458000,943800000,0,943800000,43.3136,12.9122,19.3162,113.2436,
600519.SH,贵州茅台,2010-12-15,134.0745,134.1355,137.7463,134.1355,135.9646,4742380,953073582,1.8901,1.4097,200.9695,0.5025,189420660000,N/A,189420660000,943800000,0,943800000,43.9242,13.0942,19.5885,114.8401,
600519.SH,贵州茅台,2010-12-16,135.9646,143.613,143.9585,139.8938,140.219,6681758,1396868342,4.2544,3.129,209.057,0.708,195347724000,N/A,195347724000,943800000,0,943800000,45.2986,13.5039,20.2014,118.4335,
600519.SH,贵州茅台,2010-12-17,140.219,140.91,141.7229,138.0715,138.4847,5176982,1060471130,-1.7343,-1.2368,204.8435,0.5485,192931596000,N/A,192931596000,943800000,0,943800000,44.7383,13.3369,19.9516,116.9686,
600519.SH,贵州茅台,2010-12-20,138.4847,139.5415,140.0022,131.4257,133.7154,6855725,1361002093,-4.7693,-3.4439,198.5205,0.7264,186287244000,N/A,186287244000,943800000,0,943800000,43.1976,12.8776,19.2645,112.9404,
600519.SH,贵州茅台,2010-12-21,133.7154,133.6951,133.8713,130.755,131.4257,5935942,1153389514,-2.2898,-1.7124,194.3061,0.6289,183097200000,N/A,183097200000,943800000,0,943800000,42.4579,12.6571,18.9346,111.0063,
600519.SH,贵州茅台,2010-12-22,131.4257,131.4731,131.7576,128.7158,129.3594,4415122,845830946,-2.0662,-1.5722,191.5759,0.4678,180218610000,N/A,180218610000,943800000,0,943800000,41.7903,12.4581,18.6369,109.2611,
600519.SH,贵州茅台,2010-12-23,129.3594,129.2917,130.545,128.7158,129.1968,3274389,626262013,-0.1626,-0.1257,191.2607,0.3469,179992098000,N/A,179992098000,943800000,0,943800000,41.7378,12.4424,18.6135,109.1238,
600519.SH,贵州茅台,2010-12-24,129.1968,129.1968,129.3323,126.6835,127.8487,2940852,553596991,-1.3481,-1.0435,188.2437,0.3116,178113936000,N/A,178113936000,943800000,0,943800000,41.3023,12.3126,18.4192,107.9851,
600519.SH,贵州茅台,2010-12-27,127.8487,128.0384,128.7091,123.5062,123.9669,4524640,844631482,-3.8818,-3.0362,186.6737,0.4794,172705962000,N/A,172705962000,943800000,0,943800000,40.0483,11.9388,17.86,104.7064,
600519.SH,贵州茅台,2010-12-28,123.9669,123.9737,126.4125,120.18,124.1498,4817644,873676036,0.1829,0.1475,181.3492,0.5105,172960788000,N/A,172960788000,943800000,0,943800000,40.1074,11.9564,17.8863,104.8609,
600519.SH,贵州茅台,2010-12-29,124.1498,124.0414,126.0535,123.2962,126.006,3096760,569651391,1.8562,1.4951,183.9508,0.3281,175546800000,N/A,175546800000,943800000,0,943800000,40.707,12.1351,18.1538,106.4287,
600519.SH,贵州茅台,2010-12-30,126.006,126.3448,126.3448,122.0768,123.2488,4177468,760950273,-2.7572,-2.1882,182.1559,0.4426,171705534000,N/A,171705534000,943800000,0,943800000,39.8163,11.8696,17.7565,104.0999,
600519.SH,贵州茅台,2010-12-31,123.2488,123.1607,124.8408,122.6527,124.5969,4608487,843075733,1.3481,1.0938,182.9398,0.4883,173583696000,N/A,173583696000,943800000,0,943800000,40.2518,11.9994,17.9507,105.2386,
600519.SH,贵州茅台,2011-01-04,124.5969,126.6157,127.2932,123.7027,125.6673,6046226,1116558389,1.0704,0.8591,184.6703,0.6406,175074900000,N/A,175074900000,943800000,0,943800000,34.6601,9.5156,15.0495,55.6634,
600519.SH,贵州茅台,2011-01-05,125.6673,125.2608,125.5996,122.2801,122.673,5819802,1064872709,-2.9943,-2.3827,182.974,0.6166,170903304000,N/A,170903304000,943800000,0,943800000,33.8342,9.2888,14.6909,54.3371,
600519.SH,贵州茅台,2011-01-06,122.673,122.761,124.3802,120.8845,122.1039,3758456,677983969,-0.5691,-0.4639,180.389,0.3982,170110512000,N/A,170110512000,943800000,0,943800000,33.6773,9.2458,14.6227,54.085,
600519.SH,贵州茅台,2011-01-07,122.1039,122.0633,123.0862,120.9252,121.7516,3053380,548732363,-0.3523,-0.2885,179.7131,0.3235,169619736000,N/A,169619736000,943800000,0,943800000,33.5801,9.2191,14.5806,53.929,
600519.SH,贵州茅台,2011-01-10,121.7516,121.6839,122.2868,117.9715,118.0866,3878483,687881571,-3.665,-3.0102,177.3584,0.4109,164513778000,N/A,164513778000,943800000,0,943800000,32.5693,8.9416,14.1416,52.3056,
600519.SH,贵州茅台,2011-01-11,118.0866,117.6598,118.8928,115.9865,117.5785,4532210,787943021,-0.5081,-0.4303,173.854,0.4802,163805928000,N/A,163805928000,943800000,0,943800000,32.4291,8.9031,14.0808,52.0806,
600519.SH,贵州茅台,2011-01-12,117.5785,117.9444,119.2315,116.7995,118.195,3132325,546334112,0.6165,0.5243,174.4181,0.3319,164664786000,N/A,164664786000,943800000,0,943800000,32.5992,8.9498,14.1546,52.3536,
600519.SH,贵州茅台,2011-01-13,118.195,118.8928,122.6188,118.2086,121.5958,4134174,740207616,3.4008,2.8773,179.0461,0.438,169402662000,N/A,169402662000,943800000,0,943800000,33.5372,9.2073,14.5619,53.86,
600519.SH,贵州茅台,2011-01-14,121.5958,121.23,122.761,120.1122,122.07,2577266,461741103,0.4742,0.39,179.1593,0.2731,170063322000,N/A,170063322000,943800000,0,943800000,33.6679,9.2432,14.6187,54.07,
600519.SH,贵州茅台,2011-01-17,122.07,121.7381,123.4317,118.5676,118.9538,3747516,673586235,-3.1163,-2.5529,179.7421,0.3971,165721842000,N/A,165721842000,943800000,0,943800000,32.8084,9.0072,14.2455,52.6897,
600519.SH,贵州茅台,2011-01-18,118.9538,118.6218,123.7095,117.8698,123.6756,4096235,738283975,4.7218,3.9695,180.2348,0.434,172300128000,N/A,172300128000,943800000,0,943800000,34.1108,9.3648,14.811,54.7812,
600519.SH,贵州茅台,2011-01-19,123.6756,123.6756,124.3598,122.6933,123.8585,2619867,478032606,0.1829,0.1479,182.4645,0.2776,172554954000,N/A,172554954000,943800000,0,943800000,34.1612,9.3786,14.8329,54.8622,
600519.SH,贵州茅台,2011-01-20,123.8585,123.4995,124.6444,120.7558,121.9888,2452305,444085191,-1.8698,-1.5096,181.0889,0.2598,169950066000,N/A,169950066000,943800000,0,943800000,33.6455,9.237,14.609,54.034,
600519.SH,贵州茅台,2011-01-21,121.9888,121.8058,122.9575,119.0012,119.157,2686737,479005923,-2.8317,-2.3213,178.2854,0.2847,166004982000,N/A,166004982000,943800000,0,943800000,32.8645,9.0226,14.2698,52.7797,
600519.SH,贵州茅台,2011-01-24,119.157,119.1435,120.2342,115.1736,116.1965,3477549,601578015,-2.9605,-2.4845,172.9891,0.3685,161880576000,N/A,161880576000,943800000,0,943800000,32.048,8.7984,13.9153,51.4684,
600519.SH,贵州茅台,2011-01-25,116.1965,115.8307,116.7927,115.1668,115.641,1723864,294978979,-0.5555,-0.4781,171.115,0.1827,161106660000,N/A,161106660000,943800000,0,943800000,31.8948,8.7564,13.8488,51.2223,
600519.SH,贵州茅台,2011-01-26,115.641,115.851,117.8698,115.851,116.6166,1432571,247045171,0.9755,0.8436,172.4488,0.1518,162465732000,N/A,162465732000,943800000,0,943800000,32.1638,8.8302,13.9656,51.6544,
600519.SH,贵州茅台,2011-01-27,116.6166,116.4946,118.7438,114.8823,117.2398,2944427,507387589,0.6233,0.5344,172.3213,0.312,163334028000,N/A,163334028000,943800000,0,943800000,32.3357,8.8774,14.0402,51.9305,
600519.SH,贵州茅台,2011-01-28,117.2398,117.2059,117.9647,116.7791,117.4295,1959143,339796042,0.1897,0.1618,173.4412,0.2076,163598292000,N/A,163598292000,943800000,0,943800000,32.388,8.8918,14.063,52.0145,
600519.SH,贵州茅台,2011-01-31,117.4295,117.5379,122.5646,117.2059,120.5797,3244243,577621803,3.1502,2.6826,178.0452,0.3437,167986962000,N/A,167986962000,943800000,0,943800000,33.2569,9.1303,14.4402,53.4099,
600519.SH,贵州茅台,2011-02-01,120.5797,120.5864,123.1946,120.2477,122.131,1775846,319648600,1.5514,1.2866,179.9979,0.1882,170148264000,N/A,170148264000,943800000,0,943800000,33.6848,9.2478,14.626,54.097,
600519.SH,贵州茅台,2011-02-09,122.131,121.9346,122.4901,119.909,120.5593,1767531,317003717,-1.5717,-1.2869,179.3483,0.1873,167958648000,N/A,167958648000,943800000,0,943800000,33.2513,9.1288,14.4378,53.4009,
